artists,title
Sol LeWitt,"Composite Series, Plate #05"
Sol LeWitt,Horizontal Composite (Color)
Sol LeWitt,"Untitled (123. 124. 134, 234)"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #01"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #02"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #03"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #04"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #05"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #06"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #07"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #08"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #09"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #10"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #11"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #12"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #13"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #14"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #15"
Sol LeWitt,"Lines of One Inch in Four Directions and All Combinations, Plate #16"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #01"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #02"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #03"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #04"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #05"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #06"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #07"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #08"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #09"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #10"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #11"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #12"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #13"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #14"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #15"
Sol LeWitt,"Lines of One Inch, Four Directions, Four Colors, Plate #16"
Sol LeWitt,Untitled - Fold
Sol LeWitt,"All Crossing Combinations of Arcs, Straight Lines, Not Straight Lines, and Broken Lines"
Sol LeWitt,The Location of A Circle
Sol LeWitt,"Wall Drawing #228: White Circles, Grids and Arcs from Two Opposite Sides of a Gray Wall"
Sol LeWitt,"Red Lines from the Midpoint of the Left Side, Blue Lines from the Center"
Sol LeWitt,"Wall Drawing #263 (A wall divided into sixteen equal parts with all one - two, three and four part combinations of lines in four directions.)"
Sol LeWitt,Lines to Specific Points No. 3 or Lines from 4 Corners
Sol LeWitt,1st wall: 24 lines from the center
Sol LeWitt,2nd wall: 12 lines from the midpoint of each of the sides
Sol LeWitt,3rd wall: 12 lines from each corner
Sol LeWitt,"4th wall: 24 lines from the center, 12 lines from the midpoint of each of the sides, 12 lines from each corner"
Sol LeWitt,Lines In Four Directions
Sol LeWitt,Dance #1
Sol LeWitt,Dance #3
Sol LeWitt,Dance #4
Sol LeWitt,Form Derived From a Cube
Sol LeWitt,Working Drawing for Wall Drawing Catalogue
Sol LeWitt,Wall Drawing #374
Sol LeWitt,Pyramid
Sol LeWitt,"Wall Drawing #444 (Asymmetrical pyramid, based on the size of the wall, with color ink washes superimposed.)"
Sol LeWitt,Drawing for Wall Drawing #444 (Asymmetrical pyramid with color ink washes superimposed.)
Sol LeWitt,Five Towers
Sol LeWitt,Wall Drawing #525: Asymmetrical pyramid with color ink washes superimposed
Sol LeWitt,"Untitled (Lines in Four Directions, Blue)"
Sol LeWitt,Black Gouache
Sol LeWitt,Complex Form
Sol LeWitt,Form Derived from A Cubic Rectangle
Sol LeWitt,"Working Drawing, Elevation for Cinderblock Piece"
Sol LeWitt,"Working Drawing, Elevation for Cinderblock Piece"
Sol LeWitt,"Working Drawing, Plan for Cinderblock Piece"
Sol LeWitt,"Working Drawing, Plan for Cinderblock Piece"
Sol LeWitt,Bands of Color in Four Directions (Within A Square)
Sol LeWitt,"Working Drawing for Cinderblock Piece, Münster"
Sol LeWitt,"Working Drawing for Cinderblock Piece, Schiphol Airport, Amsterdam"
Sol LeWitt,Wavy Brushstrokes
Sol LeWitt,Wall Drawing #808 (Star with three-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star with four-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star five-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star with six-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star with seven-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star with eight-points with bands of color ink washes superimposed.)
Sol LeWitt,Wall Drawing #808 (Star with nine-points with bands of color ink washes superimposed.)
Sol LeWitt,Irregular Form
Sol LeWitt,Squiggly Brushstrokes
Sol LeWitt,Working Drawing for Double Pyramid (Whitney Museum of American Art)
Sol LeWitt,Untitled (Cube)
Sol LeWitt,Irregular Form
Sol LeWitt,Irregular Form
Sol LeWitt,Double Pyramid (Whitney Museum of American Art)
Sol LeWitt,"Loopy Doopy, Blue/Red"
Sol LeWitt,Irregular Grid
Sol LeWitt,Wall Drawing #1101
Sol LeWitt,"A sphere lit from the top, four sides, and all their combinations"
Sol LeWitt,Scribbles (Whitney)
Alexander Liberman,Interchange
Alexander Liberman,Blue Opposite Red
Alexander Liberman,"Great Mysteries, III"
Alexander Liberman,Destiny II
Alexander Liberman,Terra Cotta Circle
Alexander Liberman,Thrust
Alexander Liberman,Untitled
Alexander Liberman,Untitled
Alexander Liberman,Time Space
L. Jean Liberte,Mother and Child
L. Jean Liberte,Mother Lore
Roy Lichtenstein,Indian with Pony
Roy Lichtenstein,Bathroom
Roy Lichtenstein,Study for Fastest Draw
Roy Lichtenstein,Girl in Window (Study for World's Fair Mural)
Roy Lichtenstein,(Sandwich and Soda)
Roy Lichtenstein,"Maquette for cover illustration for ""Art in America"" (New York issue)"
Roy Lichtenstein,Little Big Painting
Roy Lichtenstein,Untitled
Roy Lichtenstein,Modern Art Poster
Roy Lichtenstein,Modern Sculpture with Velvet Rope
Roy Lichtenstein,Salute to Aviation
Roy Lichtenstein,Rouen Cathedral
Roy Lichtenstein,Modern Head I
Roy Lichtenstein,Three Landscapes
Roy Lichtenstein,Still Life with Crystal Bowl
Roy Lichtenstein,Mirror #9
Roy Lichtenstein,Gold Fish Bowl
Roy Lichtenstein,Study for Figures in Landscape
Roy Lichtenstein,Goldfish Bowl
Roy Lichtenstein,Reclining Nude
Roy Lichtenstein,Two Figures with Teepee
Roy Lichtenstein,Moonscape
Roy Lichtenstein,Imperfect Print for B.A.M.
Roy Lichtenstein,Archaic Head VI
Roy Lichtenstein,Untitled
Roy Lichtenstein,Interior with Chair
Siobhan Liddell,(No Title)
Jerome Liebling,"Women at Parade, New York City"
Jerome Liebling,"Boy and Car, New York City"
Jerome Liebling,"Boys Playing at Abandoned Building, New York City"
Jerome Liebling,"Grain Worker, Minneapolis, MN"
Jerome Liebling,"Young Girl, West St. Paul, MN"
Jerome Liebling,"Cowboy, Browning, Montana"
Jerome Liebling,"Toddy's Cafe, Worth Minneapolis, MN"
Jerome Liebling,"Woman and Child, Malaga, Spain"
Jerome Liebling,"British Museum, London, England"
Jerome Liebling,"Dress, Paris, France"
Glenn Ligon,No. 291 (Language)
Glenn Ligon,No. 276 (Honeycomb)
Glenn Ligon,No. 609 (Numbers)
Glenn Ligon,No. 752 (Colored People)
Glenn Ligon,Kings of Kings/Royal Crown
Glenn Ligon,Untitled
Glenn Ligon,No. 316 (European)
Glenn Ligon,Untitled (I Do Not Always Feel Colored)
Glenn Ligon,Untitled (I Am Not Tragically Colored)
Glenn Ligon,No. 333 (History)
Glenn Ligon,No. 348 (Speechless)
Glenn Ligon,No. 417 (Sweetheart)
Glenn Ligon,No. 762 (Man)
Glenn Ligon,How Can the Master's Tools Dismantle
Glenn Ligon,Profile series
Glenn Ligon,Untitled (Black Like Me)
Glenn Ligon,Untitled (I Feel Most Colored When I Am Thrown Against A Sharp White Background)
Glenn Ligon,Untitled (I Do Not Always Feel Colored)
Glenn Ligon,Untitled (I am an invisible man)
Glenn Ligon,Untitled (I am an invisible man. No)
Glenn Ligon,Runaways
Glenn Ligon,Narratives
Glenn Ligon,Untitled (Ralph Ellison)
Glenn Ligon,Community Pages
Glenn Ligon,Self Portrait #7
Glenn Ligon,Self-Portrait
Glenn Ligon,Stranger in the Village #12
Glenn Ligon,Untitled (Speech/Crowd) #2
Glenn Ligon,End of Year Reports
Glenn Ligon,Untitled
Glenn Ligon,Self-Portrait at Eleven Years Old
Glenn Ligon,Warm Broad Glow (reversed)
Glenn Ligon,Nobody
Glenn Ligon,Rückenfigur
Glenn Ligon,Warm Broad Glow II
Glenn Ligon,Dispatches
Glenn Ligon,Double Mirror
Glenn Ligon,Untitled [for the Whitney opening]
Ligorano/Reese,Line Up
Russell Limbach,Reviewing Stand
Russell Limbach,The Crow Tree
Richard Lindner,The Child's Dream
Richard Lindner,Sunday Afternoon
Richard Lindner,Ice
Richard Lindner,We Are All One
Richard Lindner,Exit
Evan Lindquist,Gravity
Evan Lindquist,Superego
Evan Lindquist,Thought
Evan Lindquist,Genesis III
Judith Linhares,Purgatory
Judy Linn,Untitled
Kalup Linzy,Conversations Wit de Churen V: As da Art World Might Turn
Jacques Lipchitz,The Family
Jacques Lipchitz,Marsden Hartley Sleeping
Jacques Lipchitz,"Sacrifice, II"
Jacques Lipchitz,Gedicht
Peter Lipman-Wulf,The Dancing Couple
Peter Lipman-Wulf,Image to Shakespeare's Sonnets
Peter Lipman-Wulf,Image to Shakespeare's Sonnets II
Peter Lipman-Wulf,Image to Shakespeare's Sonnets XII
Peter Lipman-Wulf,Image to Shakespeare's Sonnets XXVII
Peter Lipman-Wulf,Image to Shakespeare's Sonnets XXX
Peter Lipman-Wulf,Image to Shakespeare's Sonnets XL
Peter Lipman-Wulf,Image to Shakespeare's Sonnets LIV
Peter Lipman-Wulf,Image to Shakespeare's Sonnets LX
Peter Lipman-Wulf,Image to Shakespeare's Sonnets LXXXI
Peter Lipman-Wulf,Image to Shakespeare's Sonnets XC
Peter Lipman-Wulf,Image to Shakespeare's Sonnets CXXVII
Peter Lipman-Wulf,Image to Shakespeare's Sonnets CXXX
Richard Lippold,Primordial Figure
Donald Lipski,Gathering Dust
Donald Lipski,Gathering Dust
Donald Lipski,Water Lilies #61
Pat Lipsky,Imirem I
Seymour Lipton,Untitled
Seymour Lipton,Sailor
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Pavilion
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Study for Thunderbird
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Thunderbird
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Sorcerer
Seymour Lipton,Study for Sorcerer
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Seymour Lipton,Untitled
Hung Liu,Missing Parts
Hung Liu,Wild Flower (Lily)
Hung Liu,Wild Flower (Orchid)
Hung Liu,Wild Flower (Lotus)
Elliott Lloyd,Untitled
Frank Lobdell,Untitled
Frank Lobdell,Untitled
Frank Lobdell,Untitled
Frank Lobdell,Untitled (Double Boomerang)
Frank Lobdell,3.7.83
Frank Lobdell,10.29.86
Frank Lobdell,8.4.89
Robert Lobe,"White Twine, White Lumber, Black Rubber and One Spring"
Robert Lobe,Facial Structure
Robert Lobe,Monte Pozzoni
Charles Locke,The Tug
Charles Locke,The Thinker
Charles Locke,Idle Talk
Charles Locke,Century Club
Charles Locke,A La Carte
Charles Locke,The Old Street
Charles Locke,The Old Street #3
Charles Locke,The Reading Room
Charles Locke,Joe's Place
Charles Locke,The Terrace
Charles Locke,City Wharves
Charles Locke,Intermission
Charles Locke,Vermont Landscape
Charles Locke,Waterfront
Charles Locke,The Harbor
Charles Locke,Harbor Traffic
Charles Locke,McCosh Walk
Charles Locke,"""Captain Stormfield's Visit to Heaven"" by Mark Twain"
Robert Lockhart,St. Pork & Bean Day
Sharon Lockhart,Untitled
Sharon Lockhart,NŌ
John Ward Lockwood,"French Landscape, Avignon"
John Ward Lockwood,After Spring Rains
John Ward Lockwood,"The Plaza, Taos"
John Ward Lockwood,Boat in Port
John Ward Lockwood,"Southwest, Number 4"
Michael Loew,Interchangeable Forms
Juan Logan,Trying Not to Forget
Jane Marie Logemann,Untitled
Jane Marie Logemann,Letter-Hebrew-1997
Mark Lombardi,Untitled (First Version)
Mark Lombardi,BCCI - ICIC - FAB (Second Version)
Mark Lombardi,BCCI Fragment #6 (Pervez)
Mark Lombardi,BCCI Fragment #2 (Timeline)
Mark Lombardi,BCCI Fragment #1 (Ghorbanifar)
Mark Lombardi,Untitled
Mark Lombardi,"BCCI-ICIC & FAB, 1972-91 (4th Version)"
Mark Lombardi,"Chandraswami, Khashoggi and BCCI Monte Carlo c. 1985-88"
Mark Lombardi,Untitled BCCI - Black Script (Notes for black and red script)
Mark Lombardi,"BCCI, ICIC & FAB c. 1972 - 91 (Second Version)"
Charles Long,Special
Charles Long,The Way to Work
Charles Long,Holder
Charles Long,Pulp Pulp
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Untitled
Charles Long,Lkiw
Charles Long,Xif
Charles Long,Qust
Melissa Longhi,Colander
"John Cage, Lois Long",Mud Book
Robert Longo,Untitled (Gretchen)
Robert Longo,Untitled
Robert Longo,"Jules, Gretchen, Mark"
Robert Longo,Eric
Robert Longo,Cindy
Robert Longo,Body of a Comic
Robert Longo,Monument to the Homeless
Robert Longo,(Untitled)
Robert Longo,All You Zombies: Truth Before God
Vincent Longo,Other Side
Vincent Longo,Four
Vincent Longo,Other Side Revisited
Vincent Longo,Other Side Revisited [State II]
Vincent Longo,Untitled
Vincent Longo,Untitled
Fred Lonidier,The Health and Safety Game: (Title panel)
Fred Lonidier,The Health and Safety Game: Oil Worker's Burns
Fred Lonidier,The Health and Safety Game: Egg Packer's Arm
Fred Lonidier,The Health and Safety Game: Ex-Marine and Truck Driver's Feet
Fred Lonidier,The Health and Safety Game: Construction Supervisor's Neck
Fred Lonidier,The Health and Safety Game: Waitress's Back
Fred Lonidier,"The Health and Safety Game: Coke Oven Worker's Lung, This Lung Goes to Work"
Fred Lonidier,"The Health and Safety Game: Coke Oven Worker's Lung, This Lung Stays Home"
Fred Lonidier,The Health and Safety Game: Dental Technician's Legs
Fred Lonidier,The Health and Safety Game: Meat Inspector's Disease
Fred Lonidier,The Health and Safety Game: Manufacturing Engineer's Heart
Fred Lonidier,The Health and Safety Game: Insulator and Brick Mason's Skin
Fred Lonidier,The Health and Safety Game: Lead Worker's Blood
Fred Lonidier,The Health and Safety Game: Machinist's Lung
Fred Lonidier,The Health and Safety Game: Office Worker's Nerve
Fred Lonidier,The Health and Safety Game: Hospital Cook's Stitches
Fred Lonidier,The Health and Safety Game: Graduate Filmmakers Nail
Fred Lonidier,The Health and Safety Game: Shipyard Worker's Hand
Fred Lonidier,The Health and Safety Game: (Image of hand at upper center)
Fred Lonidier,The Health and Safety Game: Grave of the Unknown Worker
Fred Lonidier,The Health and Safety Game: A few examples of substances...
Fred Lonidier,The Health and Safety Game: Carpenter's Vertebra
Fred Lonidier,The Health and Safety Game: (Image of two glass jars at center)
Fred Lonidier,The Health and Safety Game: (Image of postcard at center)
Fred Lonidier,The Health and Safety Game: (Image of plastic container with yellow lid at left)
Fred Lonidier,"The Health and Safety Game: Business' Business is Business or How ""Enlightened Self-Interest"" is a Euphemism for ""Don't Get Caught"""
Fred Lonidier,The Health and Safety Game
Dolia Lorian,View of the East River
John Loring,Window
Los Carpinteros,Transportable City
Sharon Louden,Hedge
Morris Louis,Tet
Morris Louis,Addition II
Morris Louis,Gamma Delta
Morris Louis,Willow
Liza Lou,Kitchen
Jim Love,Portable Bunker for Family Quarrels
Whitfield Lovell,Shine
Whitfield Lovell,Kin XXII (Chove Chuva)
Alvin Loving,Rational Irrationalism
Alvin Loving,Septehedron 34
Nat Lowell,The United Nations Building
Nat Lowell,Central Park South
Jackson Mac Low,Claustrophobic Universe
Nate Lowman,Reverse Escalade
Nate Lowman,The Last Marilyn
Lee Lozano,Untitled (Grinning Face with Ear/Crank)
Lee Lozano,Untitled [Wave study]
Lee Lozano,Untitled (Wave Study)
Lee Lozano,A Boring Drawing
Louis Lozowick,Machine Ornament #1
Louis Lozowick,Pittsburgh
Louis Lozowick,New York
Louis Lozowick,Minneapolis
Louis Lozowick,New York
Louis Lozowick,Machine Ornament
Louis Lozowick,Crane
Louis Lozowick,Tanks #2
Louis Lozowick,Still Life #2
Louis Lozowick,Doorway into Street
Louis Lozowick,Coney Island
Louis Lozowick,Allen Street (Under the El)
Louis Lozowick,Corner of Steel Plant
Louis Lozowick,Excavation
Louis Lozowick,Self Portrait
Louis Lozowick,Printing Shop
Louis Lozowick,Subway Construction
Louis Lozowick,Midair
Louis Lozowick,Hooverville
Louis Lozowick,Red Tea House
Louis Lozowick,Radio City
Louis Lozowick,Pneumatic Drills
Louis Lozowick,Strike Scene
Louis Lozowick,Clouds Over Manhattan
Louis Lozowick,Angry Skies (Andante Cantabile)
Louis Lozowick,"We Honor the President - Kohler, Wisconsin"
Louis Lozowick,Lynching
Louis Lozowick,Moors over Spain
Louis Lozowick,Night Repairs
Louis Lozowick,Thanksgiving Dinner
Louis Lozowick,Derricks and Men
Louis Lozowick,Slum Clearance (Demolition)
Louis Lozowick,Wood (November)
Louis Lozowick,Synthetics (February)
Louis Lozowick,Communications (April)
Louis Lozowick,Production (May)
Louis Lozowick,Power (June)
Louis Lozowick,Mining (July)
Louis Lozowick,Steel (January)
Louis Lozowick,Transportation (March)
Louis Lozowick,Food (August)
Louis Lozowick,Construction (September)
Louis Lozowick,Oil (October)
Louis Lozowick,Graphic Arts (December)
Louis Lozowick,Derricks and Men
Louis Lozowick,Black Butterfly
Louis Lozowick,"Thalia's Playground - Athens, Greece"
Bruno Lucchesi,Woman Undressing
Molly Luce,Horse Power
Mary Lucier,Ohio at Giverny
Luigi Lucioni,Apple Trees
Luigi Lucioni,Lower Fifth Avenue
Luigi Lucioni,Nantucket
Luigi Lucioni,Long Island Landscape
Luigi Lucioni,Jo
Luigi Lucioni,Victorian Still Life
Luigi Lucioni,Two Willows
Luigi Lucioni,My Birthplace
Luigi Lucioni,Vermont Pastoral
Luigi Lucioni,Summer Shadows
Luigi Lucioni,The Nestled Barns
Luigi Lucioni,The Big Shadow
Luigi Lucioni,Hilltop Elms
Florence Lucius,Standing Figure
Florence Lucius,Woman Draped
Eugene Ludins,Landscape
Sven Lukin,Untitled
Sven Lukin,Dove
Sven Lukin,Gypsy Cross
Sven Lukin,Study for Gyspy Cross
George Luks,Maurice Prendergast
George Luks,The Little Gray Girl
George Luks,Woman with Goose
George Luks,Armistice Night
George Luks,Rosie
George Luks,"Salmon Fishing, Medway River, Nova Scotia"
George Luks,Man in a Green Hat
George Luks,Woman and Turkey
George Luks,Old Woman with White Pitcher
George Luks,Mrs. Gamley
David Lund,Monteluco
Helen Lundeberg,Planets
Nan Lurie,Promised Land
Deborah Luster,"East Carroll Parish Prison Farm #5, Transylvania, Louisiana"
Deborah Luster,"Louisiana State Penitentiary #56, Angola, Louisiana"
Deborah Luster,"Louisiana Correctional Institution for Women #106, St. Gabriel, Louisiana"
Deborah Luster,"Louisiana Correctional Institution for Women #9, St. Gabriel, Louisiana"
Deborah Luster,"Louisiana State Penitentiary #40, Angola, Louisiana"
Deborah Luster,"East Carroll Parish Prison Farm #10, Transylvania, Louisiana"
Deborah Luster,"East Carroll Parish Prison Farm #14, Transylvania, Louisiana"
Deborah Luster,"Louisiana State Penitentiary #8, Angola, Louisiana"
Deborah Luster,"Louisiana Correctional Institution for Women #67, St. Gabriel, Louisiana"
Deborah Luster,"East Carroll Parish Prison Farm #43, Transylvania, Louisiana"
Deborah Luster,"Louisiana Correctional Institution for Women #117, St. Gabriel, Louisiana"
Deborah Luster,"Louisiana Correctional Institution for Women #120, St. Gabriel, Louisiana"
Vera Lutter,"The Appropriation of Manhattan, Fulton Ferry Landing, Brooklyn, New York, II: May 20, 1996"
Vera Lutter,"Pepsi Cola, Long Island City, IV: May 19, 1998"
Vera Lutter,"Pepsi Cola, Long Island City, VIII: June 24, 1998"
Vera Lutter,"Friedrichshafen Harbour, I: August 22-23, 1999"
Gwen Creighton Lux,Spring Rain
Agnes Lyall,Untitled
Scott Lyall,"Récollage: (A Democratic Procedure), No. 3"
Scott Lyall,"composition of fade-rates (almond blossoms, brother ass!)"
Scott Lyall,"Access Value, for the People of Paris"
Scott Lyall,EVe 08022010/10281244
Scott Lyall,Untitled 5
Len Lye,Fountain
Len Lye,Free Radicals
Danny Lyon,"Two SNCC Workers, Selma"
Danny Lyon,"Two SNCC Workers, Selma"
Danny Lyon,"Two SNCC Workers, Selma"
Danny Lyon,"Alabama Highway Patrol, Outside the Bombed 16th Street Baptist Church, September 12, 1963"
Danny Lyon,Woman at a Race in Georgia
Danny Lyon,"Scrambles Track, McHenry, Illinois"
Danny Lyon,"The Stoplight Cafe, Cicero"
Danny Lyon,View West from a Washington Street Rooftop
Danny Lyon,Crossing the Ohio River
Danny Lyon,Diagnostic Unit TDC
Danny Lyon,View south on Cliff Street at its intersection with Beekman
Danny Lyon,The north side of Jay at West and Caroline Streets
Danny Lyon,Conversation with the Dead
Danny Lyon,"Heat Exhaustion, Ellis Prison Farm Texas"
Danny Lyon,The Weight Lifters
Danny Lyon,"Six Wing Cell Block, Ramsey Unit TDC"
Danny Lyon,"The Domino Players, The Walls Prison, Texas"
Danny Lyon,"Self Portrait in Mary Frank's Bathroom, NYC"
Danny Lyon,"Ruleville (Mississippi, Heidi Dole, swimming pool, Cairo, Illinois, Delta cotton picker, Cairo demonstration)"
Danny Lyon,Trick or Treat
Danny Lyon,"Gamblers, Gujiao, China"
Reuben Kadish,Study for A Dissertation on Alchemy
Brad Kahlhamer,Untitled
Wolf Kahn,Large Olive Grove
Wolf Kahn,Barn Silhouette
Wolf Kahn,Autumn Evening
Wolf Kahn,After Glow
Wolf Kahn,Declivity
Wyatt Kahn,Untitled
Wyatt Kahn,Untitled
Wyatt Kahn,XYZ
Jacob Kainen,Unfurnished Room
Jacob Kainen,Sun in the Hills
Jacob Kainen,Sun in the Hills
Jacob Kainen,Transit
Jacob Kainen,Emerge and Shine
Jacob Kainen,Hesperus
Jacob Kainen,The Way LXIV
Ray Kaiser,Untitled
Luise Kaish,The Great Blessing of Abraham
Herbert Kallem,"Constellation, I"
Jean Kallina,"Montgomery Place, Window #1"
Craig Kalpakjian,Lobby
Stephen Kaltenbach,Fire
Ben Kamihira,Nude
Ben Kamihira,The Couch
Y.Z. Kami,Untitled
Y.Z. Kami,Untitled
Gerome Kamrowski,Emotional Seasons
Gerome Kamrowski,Untitled
Gerome Kamrowski,Etched plate for Untitled
Gerome Kamrowski,Etched plate for Untitled
John Kane,Panther Hollow
John Kane,Junction Hollow
Ik-Joong Kang,Throw Everything Together and Add
Howard Kanovitz,New Yorkers I
Howard Kanovitz,Cleo's View
Morris Kantor,Still Life
Morris Kantor,Head
Morris Kantor,A Nude
Morris Kantor,A Portrait
Morris Kantor,Two Figure Arrangement
Morris Kantor,Study for Two Figure Arrangement
Morris Kantor,Laurel
Morris Kantor,Nude
Morris Kantor,Still Life
Morris Kantor,Skyrocket
Morris Kantor,The Race Track
Morris Kantor,Storm
Morris Kantor,Untitled
Morris Kantor,Untitled
Jerome Kaplan,Toward Wynnewood: ca. 1927
Philip Kappel,Chatham Bar - Cape Cod
Philip Kappel,"Crossed Trails, South America"
Philip Kappel,Flies Versus Worms
Philip Kappel,Powder Snow
Allan Kaprow,Untitled
Bernard Karfiol,(Untitled)
Bernard Karfiol,Boy Bathers
Bernard Karfiol,Chrysanthemums
Bernard Karfiol,Girl Bathers
Bernard Karfiol,Maine Flowers
Bernard Karfiol,Standing Figure
Bernard Karfiol,Boys and Ponies
Bernard Karfiol,Hilda
Bernard Karfiol,Fishing Village
Andrew B. Karoly,Year Mart Rouen
Dawn Kasper,Kaspar Hauser
Dawn Kasper,The Woman That Has Been Thrown Out With The Garbage
Dawn Kasper,Jarvis
Dawn Kasper,Fragments
Dawn Kasper,Bowie
Dawn Kasper,Joanne's Eye Patch
Deborah Kass,6 Red Barbras (Jewish Jackie Series)
Deborah Kass,Streb 2
Deborah Kass,Save the Country Now
Barbara Kasten,"Photogenic Painting, Untitled 75/7"
Barbara Kasten,"Photogenic Painting, Untitled 75/23"
Barbara Kasten,AMALGAM Untitled 79/24
Kate Ericson and Mel Ziegler,Camouflaged History
Kate Ericson and Mel Ziegler,Sampler
Alex Katz,Untitled
Alex Katz,Untitled
Alex Katz,White Pine in Field
Alex Katz,Untitled
Alex Katz,Lincolnville Beach
Alex Katz,Ada in the Water
Alex Katz,Ada Ada
Alex Katz,Ada on Blue
Alex Katz,Ada on Pink
Alex Katz,Ada (Oval)
Alex Katz,Blueberry Field 1
Alex Katz,Richard Bellamy
Alex Katz,Eli
Alex Katz,The Red Smile
Alex Katz,Untitled (Study for Cocktail Party)
Alex Katz,"Edwin, Blue Series"
Alex Katz,Alex
Alex Katz,Day Lily 2
Alex Katz,Swamp Maple 2
Alex Katz,Homage to Frank O'Hara: William Dunas
Alex Katz,Sunset: Lake Wesserunsett I
Alex Katz,Large Head of Ada
Alex Katz,2:30 pm 2
Alex Katz,"Provincetown, Late Afternoon 1"
Alex Katz,Frank Lloyd
Alex Katz,Vincent with Open Mouth
Alex Katz,Good Afternoon
Alex Katz,Place
Alex Katz,Ted Berrigan
Alex Katz,Kenward Elmslie
Alex Katz,John Godfrey
